abstract,author,doi,url,publication month,publication year,title,publisher,crossref_field,semantic_field,label
,Asaad Khaleel Ibrahim,10.48161/qaj.v1n3a75,https://journal.qubahan.com/index.php/qaj/article/download/75/49,6,2021,Evolution of the Web: from Web 1.0 to 4.0,Qubahan Academic Journal,,,Science
,"['Rhonda McEwen', 'Naomi Yamashita', 'Jack Jamieson']",10.1177/20563051221077032,https://journals.sagepub.com/doi/pdf/10.1177/20563051221077032,1,2022,Bridging the Open Web and APIs: Alternative Social Media Alongside the Corporate Web,Social Media + Society,,,Science
,"[' Lu, Zhiyong', ' Kim, Sun', ' Kwon, Dongseop', 'Islamaj, Rezarta']",,,,2020,TeamTat: a collaborative text annotation tool,arXiv,,,Science
,"['Horatiu Bota', 'Johanne R. Trippas', 'Edith Law', 'Charles L. A. Clarke', 'Alexandra Vtyurina']",10.1145/3409256.3409822,http://minerva-access.unimelb.edu.au/bitstreams/98c1cf89-cb06-5877-aa42-7a48dba9ef8a/download,9,2020,A Mixed-Method Analysis of Text and Audio Search Interfaces with Varying Task Complexity,Proceedings of the 2020 ACM SIGIR on International Conference on Theory of Information Retrieval,,,Science
,"['', '', '', 'Abilash R', 'Abhinav Raman', 'Abhinav R', '', 'Dr. K. M*. Anandkumar']",10.35940/ijrte.a1916.059120,https://doi.org/10.35940/ijrte.a1916.059120,5,2020,PLeveraging Django and Redis using Web Scraping,International Journal of Recent Technology and Engineering (IJRTE),,,Science
,Nicholas Homenda,10.6017/ital.v40i2.12987,https://ejournals.bc.edu/index.php/ital/article/download/12987/10393,6,2021,Persistent URLs and Citations Offered for Digital Objects by Digital Libraries,Information Technology and Libraries,,,Science
,"['Nguyen Van Hieu', 'Thai Quang Tien', 'Ngo Le Huy Hien']",10.35470/2226-4116-2020-9-3-144-151,http://lib.physcon.ru/file?id=73a95e68da3f,11,2020,Web Crawler: Design And Implementation For Extracting Article-Like Contents,Cybernetics and Physics,,,Science
,"['', 'Kangan Maria']",10.47191/etj/v6i6.08,https://zenodo.org/record/5012564/files/6221%20published.pdf,6,2021,Knowledge Extraction System from English Newspaper,Engineering and Technology Journal,,,Science
,"[' Correia, Filipe', 'Santos, João']",,,,2022,Patterns for Documenting Open Source Frameworks,arXiv,,,Science
,Tira Nur Fitria,10.31002/metathesis.v5i1.3519,https://jurnal.untidar.ac.id/index.php/metathesis/article/download/3519/1941,5,2021,Grammarly as AI-powered English Writing Assistant: Students’ Alternative for Writing English,"Metathesis: Journal of English Language, Literature, and Teaching",,,Science
,"[' Xie, Bing', ' Zhu, Zixiao', ' Zou, Yanzhen', ' Wu, Shijun', 'Shen, Qi']",,,,2020,From API to NLI: A New Interface for Library Reuse,arXiv,,,Science
,"['Sailawati Sailawati', 'Muhammad Suyudi', 'La Ode Hasiara']",10.31603/ce.5974,https://journal.unimma.ac.id/index.php/ce/article/download/5974/2742,10,2021,Reference management training at the postgraduate program of State Islamic Institute of Samarinda,Community Empowerment,,,Science
,"['Pilar Orero', 'Matthew Johnston', 'Marta B. Zapata', 'Chris J. Hughes']",10.1109/aivr50618.2020.00063,http://usir.salford.ac.uk/id/eprint/58518/1/AIVR_final.pdf,12,2020,Immersive Captioning: Developing a framework for evaluating user needs,2020 IEEE International Conference on Artificial Intelligence and Virtual Reality (AIVR),,,Science
,"['Pia Wohland', 'Julia Loginova']",10.37970/aps.v4i2.72,https://www.australianpopulationstudies.org/index.php/aps/article/download/72/45,11,2020,How to create an interactive dashboard using R: the example of the Queensland COVID-19 tracker,Australian Population Studies,,,Science
,"['Chandramani Pandey', 'Shubham Bhavsar', 'Harshit Panse', 'Priyanshu Singh', 'Uday Patkar']",10.47760/ijcsmc.2022.v11i04.006,https://doi.org/10.47760/ijcsmc.2022.v11i04.006,4,2022,PYTHON FOR WEB DEVELOPMENT,International Journal of Computer Science and Mobile Computing,,,Science
,Johanna Schmidt,10.31219/osf.io/9mjv5,https://osf.io/9mjv5/download,11,2020,Interfaces to Scripting Languages in Visual Analytics Applications,,,,Science
,"['Alesya Heymann', 'Daria Hollenstein', 'Mario Pozza', 'Rainer Roth', 'Susanne Bleisch', 'Lina Dönni']",10.5194/ica-abs-2-27-2020,https://www.abstr-int-cartogr-assoc.net/2/27/2020/ica-abs-2-27-2020.pdf,10,2020,The atlas of aging society 2.0,Abstracts of the ICA,,,Science
,Steven Morgan,10.24135/pjtel.v4i1.148,https://ojs.aut.ac.nz/pjtel/article/download/148/105,2,2022,Enhancing coding skills with CloudStor SWAN,Pacific Journal of Technology Enhanced Learning,,,Science
,"['Benjamin Weyers', 'Markus Diesmann', 'Stefan Rotter', 'Johanna Senk', 'Sebastian Spreizer']",10.1101/2021.06.15.444791,https://www.biorxiv.org/content/biorxiv/early/2021/08/20/2021.06.15.444791.full.pdf,6,2021,NEST Desktop - An educational application for neuroscience,,,,Science
,"['T H Pavlysh', 'D O Zakatnov', 'G S Cherevychnyi', 'M L Rostoka', 'A G Guraliuk']",10.1088/1757-899x/1031/1/012119,https://doi.org/10.1088/1757-899x/1031/1/012119,1,2021,Dual-Component Ontograph Visualization,IOP Conference Series: Materials Science and Engineering,,,Science
,"['Joachim Schnabl', 'Leo Betschart', 'Jozica Dolenc', 'Oliver Renn']",10.7557/5.5391,https://doi.org/10.7557/5.5391,3,2020,Educating PhD students for knowledge-driven society,Septentrio Conference Series,,,Science
,"[' Zhang, Qiyang', 'Pallath, Akash']",,,,2021,Paperfetcher: A tool to automate handsearch for systematic reviews,arXiv,,,Science
,"['Zuhaib M. Mir', 'Sandra McKeown']",10.1186/s13643-021-01583-y,https://systematicreviewsjournal.biomedcentral.com/track/pdf/10.1186/s13643-021-01583-y,1,2021,Considerations for conducting systematic reviews: evaluating the performance of different methods for de-duplicating references,Systematic Reviews,,,Science
,"['Gabriela Karoline Michelon', 'Paulo Sergio Graziano Magalhães', 'Eduardo Godoy de Souza', 'Claudio Leones Bazzi', 'Ligia Francielle Borges']",10.1590/s1678-3921.pab2020.v55.00735,http://www.scielo.br/pdf/pab/v55/1678-3921-pab-55-e00735.pdf,,2020,Web software to create thematic maps for precision agriculture,Pesquisa Agropecuária Brasileira,,,Science
,"['', 'I.J. Grishanova', '', 'J.V. Rogushina']",10.15407/pp2020.02-03.061,http://dspace.nbuv.gov.ua/xmlui/bitstream/123456789/180452/1/06-Rogushina.pdf,9,2020,Ontological methods and tools for semantic extension of the media WIKI technology,PROBLEMS IN PROGRAMMING,,,Science
,Dhevi Enlivena Irene Restia Mahelingga,10.24252/kah.v9i2a4,https://journal.uin-alauddin.ac.id/index.php/khizanah-al-hikmah/article/download/18654/pdf,12,2021,Journal In-House Style Based on Mendeley's Metadata Extraction,"Khizanah al-Hikmah : Jurnal Ilmu Perpustakaan, Informasi, dan Kearsipan",,,Science
,Feyza Nur KOÇER ÖZGÜN,10.17671/gazibtd.1072993,https://doi.org/10.17671/gazibtd.1072993,7,2022,3B Görselleştirme Ortamı Olarak Web Tarayıcıları,Bilişim Teknolojileri Dergisi,,,Science
,"['Per Kolstrup', 'Mina Farmanbar']",10.7557/5.5604,https://septentrio.uit.no/index.php/SCS/article/download/5604/5384,9,2020,Publishing with Open Journal Systems (OJS): the engaged university and library support at the University of Stavanger,Septentrio Conference Series,,,Science
,"['M. Asante', 'J.B.Hayfron Acquah', 'Kwame Agyapong']",10.29121/ijetmr.v4.i8.2017.91,https://www.granthaalayahpublication.org/ijetmr-ojms/index.php/ijetmr/article/download/IJETMR17_A07_49/67,2,2020,"AN OPTIMIZED PAGE RANK ALGORITHM WITH WEB MINING, WEB CONTENT MINING AND WEB STRUCTURE MINING",International Journal of Engineering Technologies and Management Research,,,Science
,"['Kevin Kallmes', 'Karl Holub', 'Nicole Hardy', 'Asad Rahmatullah', 'Kathryn Cowie']",10.2196/preprints.33219,http://dx.doi.org/10.2196/preprints.33219,8,2021,Web-Based Software Tools for Systematic Literature Review in Medicine: Systematic Search and Feature Analysis (Preprint),,,,Science
,"['Alex Mandel', 'Michele Tobias']",10.20944/preprints202012.0577.v1,https://www.preprints.org/manuscript/202012.0577/v1/download,12,2020,Literature Mapper: A QGIS Plugin for Georeferencing Citations in Zotero,,,,Science
,"['Kevin Kallmes', 'Karl Holub', 'Nicole Hardy', 'Asad Rahmatullah', 'Kathryn Cowie']",10.2196/33219,https://doi.org/10.2196/33219,5,2022,Web-Based Software Tools for Systematic Literature Review in Medicine: Systematic Search and Feature Analysis,JMIR Medical Informatics,,,Science
,"['Anna Marie Johnson', 'Leanne Nay', 'Alyssa Denneler', 'Jaci Wilkinson']",10.1108/rsr-03-2021-0007,http://hdl.handle.net/2022/26576,6,2021,Constructing citations: reviewing chat transcripts to improve citation assistance as a service,Reference Services Review,,,Science
,,,,,,CommonsenseQA,,,,Science
,"['Ferhat Ozgur Catak', 'Kevser Sahinbas']",10.1016/B978-0-12-824536-1.00003-4,,,2021,Transfer learning-based convolutional neural network for COVID-19 detection with X-ray images,Data Science for COVID-19,,,Science
,"['Konstantinos Tserpes', 'Ioannis Kontopoulos', 'Antonios Makris']",10.1101/2020.05.22.20110817,,5,2020,COVID-19 detection from chest X-Ray images using Deep Learning and Convolutional Neural Networks,,,,Science
,"['Mohamed Medhat Gaber', 'Mohammed M. Abdelsamea', 'Asmaa Abbas']",10.1007/s10489-020-01829-7,,9,2020,Classification of COVID-19 in chest X-ray images using DeTraC deep convolutional neural network,Applied Intelligence,,,Science
,,,,,,LANGUAGE-GUIDED IMAGE CLUSTERING,,,,Science
,,,,,,LEARNING SAMPLE REWEIGHTING FOR ADVERSARIAL ROBUSTNESS,,,,Science
,,,,,,Domino: Discovering Systematic Errors with Cross-Modal Embeddings,,,,Science
,,,,,,Minibatch vs Local SGD with Shuffling: Tight Convergence Bounds and Beyond,,,,Science
,,,,,,Paper 2,,,,Science
,,,,,,Paper 1,,,,Science
,,,,,,Paper 2,,,,Science
,,,,,,Paper 1,,,,Science
,,,,,,Paper 2,,,,Science
,,,,,,Paper 1,,,,Science
,"['Jonathan Corcoran', 'Dorina Pojani', 'Richard Bean']",https://doi.org/10.1016/j.jtrangeo.2021.103155,,,,How does weather affect bikeshare use? A comparative analysis of forty cities across climate zones,Journal of Transport Geography,,,Science
,"['Baocai Yin', 'Huimin Qian', 'Devi K. Brands', 'Jiancheng Weng', 'Pengfei Lin']",https://doi.org/10.1049/iet-its.2020.0469,,,,"Analysing the relationship between weather, built environment, and public transport ridership",IET Intelligent Transport Systems,,,Science
,"['Siyong Ma', 'Dimitrios Alivanistos', 'Quan Liang', 'Jiancheng Weng', 'Pengfei Lin']",10.1007/s11067-019-09465-6,,,,Impact of Weather Conditions and Built Environment on Public Bikesharing Trips in Beijing,Networks and Spatial Economics,,,Science
,Jan Wessel,https://doi.org/10.1016/j.tra.2020.06.006,,,,Using weather forecasts to forecast whether bikes are used,Transportation Research Part A: Policy and Practice,,,Science
,"['Constantinos Antoniou', 'Emmanouil Chaniotakis', 'David Duran-Rodas']",https://doi.org/10.1177/0361198119849908,,,,Built Environment Factors Affecting Bike Sharing Ridership: Data-Driven Approach for Multiple Cities,Transportation Research Record: Journal of the Transportation Research Board,,,Science
,"['Constantinos Antoniou', 'Rafał Kucharski', 'Guido Cantelmo']",https://doi.org/10.1177/0361198120932160,,,,Low-Dimensional Model for Bike-Sharing Demand Forecasting that Explicitly Accounts for Weather Data,Transportation Research Record: Journal of the Transportation Research Board,,,Science
,"['Jonathan Corcoran', 'Dorina Pojani', 'Renee Zahnow', 'Ran An']",https://doi.org/10.1016/j.jtrangeo.2019.04.016,,,,Weather and cycling in New York: The case of Citibike,Journal of Transport Geography,,,Science
,"['Bettina Lackner', 'Christian Rudloff']",https://doi.org/10.3141/2430-01,,,,Modeling Demand for Bikesharing Systems: Neighboring Stations as Source for Demand and Reason for Structural Breaks,Transportation Research Record: Journal of the Transportation Research Board,,,Science
,"['Carmelo D’Agostino', 'Mariusz Kiec', 'Sylwia Pazdan']",https://doi.org/10.1016/j.scs.2021.102724,,,,Impact of environment on bicycle travel demand—Assessment using bikeshare system data,Sustainable Cities and Society,,,Science
,"['Hesham A. Rakha', 'Mohammed Elhenawy', 'Huthaifa I. Ashqar']",https://doi.org/10.48550/arXiv.2006.07563,,,,Modeling bike counts in a bike-sharing system considering the effect of weather conditions,arxiv,,,Science
,,,,,,"Gartner Enterprise Information Management Maturity Model4Business Information Technology""0 Unaware",,,,Science
,,,,,,"Assessing Business-IT Alignment Maturity5Business Information Technology""Level 1. Initial/Ad-Hoc process",,,,Science
,,,,,,"Gartner BPM Maturity Model30Business Process""Phase 1 � Acknowledge Operational Inefficiencies",,,,Science
,,,,,,"OMG Business Process Maturity Model4Business Process""Maturity Level 1 - The Initial Level",,,,Science
,,,,,,"Business Process Maturity Model (BPMM)Business Process""1. Initial",,,,Science
,,,,,,"Documentation Process Maturity ModelDocumentation Process""Level 1 Ad-hoc",,,,Science
,,,,,,"Metrics Based Verification and Validation Maturity Model (MB-V2M2)4Software""1. INITIAL",,,,Science
,,,,,,"Model-driven Development (MDD) Maturity Model3Product Lifecycle""Level 1: Ad-hoc Modelling",,,,Science
,,,,,,"Software Engineering Institute Capability Model Integration (CMMI)22Product Lifecycle""Capability Level 0: Incomplete",,,,Science
,,,,,,"ISO/ IEC 155049Information Technology""Level 0: Incomplete process",,,,Science
,"['Willy Verstraete', 'Willem De Muynck', 'Nele De Belie', 'Kim Van Tittelboom']",10.1016/j.cemconres.2009.08.025,,1,2010,Use of bacteria to repair cracks in concrete,Cement and Concrete Research,,,Science
,"['S. Pal', 'B.D. Chattopadhyay', 'S. Mandal', 'P. Ghosh']",10.1016/j.cemconres.2005.03.005,,10,2005,Use of microorganism to improve the strength of cement mortar,Cement and Concrete Research,,,Science
,"['V. Ramakrishnan', 'Johnna K. Galinat', 'Sookie S. Bang']",10.1016/S0141-0229(00)00348-3,,3,2001,Calcite precipitation induced by polyurethane-immobilized Bacillus pasteurii,Enzyme and Microbial Technology,,,Science
,"['Jean-Pierre Perthuisot', 'Gaële Le Métayer-Levrel', 'Sabine Castanier']",10.1016/S0037-0738(99)00028-7,,7,1999,Ca-carbonates precipitation and limestone genesis — the microbiogeologist point of view,Sedimentary Geology,,,Science
,Daniela Duta,,,11,2021,Protection of personal data rights and obligations of the employees in the context of the health crisis caused by the covid 19 pandemic,Universul Juridic Publishing House;,,,Science
,,,,,,Protection of personal data rights and obligations of the employees in the context of the health crisis caused by the covid 19 pandemic;978-606-39-0907-8,,,,Science
,"['Sören Auer', 'Markus Stocker', 'Gábor Kismihók', ""Jennifer D'Souza"", 'Manuel Prinz', 'Kheir Eddine Farfar', 'Allard Oelen', 'Mohamad Yaser Jaradeh']",10.1145/3360901.3364435,,,2019,Open Research Knowledge Graph: Next Generation Infrastructure for Semantic Scholarly Knowledge,Proceedings of the 10th International Conference on Knowledge Capture  - K-CAP '19,,,Science
,"['Sören Auer', 'Markus Stocker', 'Gábor Kismihók', ""Jennifer D'Souza"", 'Manuel Prinz', 'Kheir Eddine Farfar', 'Allard Oelen', 'Mohamad Yaser Jaradeh']",10.1145/3360901.3364435,,,2019,Open Research Knowledge Graph: Next Generation Infrastructure for Semantic Scholarly Knowledge,Proceedings of the 10th International Conference on Knowledge Capture  - K-CAP '19,,,Science
,"['Kurt Schneider', 'Johann Sell', 'Lukas Nagel', 'Jianwei Shi', 'Melanie Busch']",10.1007/978-3-030-98464-9_19,,,2022,Vision Video Making with Novices: A Research Preview,Requirements Engineering: Foundation for Software Quality,,,Science
,whatisresearch,,,,,How to find academic conferences,,,,Science
,Marina Barkidija Sotosek,,,,2020,RELEVANT FACTORS INFLUENCING CONVENTION ATTENDEES'BEHAVIOURAL INTENTIONS-LITERATURE REVIEW,Economic and Social Development: Book of Proceedings,,,Science
,"['Marija Mitrović Dankulov', 'Tomi Kauppinen', 'Arnab Chatterjee', 'Jelena Smiljanić']",10.1371/journal.pone.0148528,,,2016,A Theoretical Model for the Associative Nature of Conference Participation,PLoS ONE,,,Science
,"['Jin-Soo Lee', 'Kisang Ryu']",10.1016/J.IJHM.2013.01.003,,,2013,Understanding convention attendee behavior from the perspective of self-congruity: The case of academic association convention,International Journal of Hospitality Management,,,Science
,"['Marija Cimbaljevic', 'Vanja Pavlukovic']",10.2298/IJGI2001031P,,,2020,Factors affecting conference participation decision-making,"Journal of the Geographical Institute Jovan Cvijic, SASA",,,Science
,"['Paul A. Whitelaw', 'Leonie Lockstone-Binney', 'Judith Mair']",10.1016/j.jhtm.2017.11.004,,,2018,The motives and barriers of association conference attendance: Evidence from an Australasian tourism and hospitality academic conference,Journal of Hospitality and Tourism Management,,,Science
,"['Y. Ilker Topcu', 'Umut Asan', 'Cigdem Kadaifci']",10.1142/S0219622020500352,,,2020,A Fuzzy Cognitive Mapping Approach to the Conference Selection Problem,International Journal of Information Technology & Decision Making,,,Science
,INOMICS Team,,,,,How to choose the right conference for me,,,,Science
,"['Shaian Kiumarsi', 'Husam Jasim Mohammed', 'Azizan Marzuki', 'Shiva Hashemi']",10.1080/13032917.2020.1729215,,,2020,The effects of perceived conference quality on attendees' behavioural intentions,Anatolia,,,Science
,"Christopher Michels, Mandy Neumann, Ralf Schenkel",,,,2020,Conference Indexing in Digital Libraries: A Ranking Model and Case Study on dblp,Virtual Conferences,,,Science
,"['Banu Demirel', 'Gurhan Aktas']",10.24874/IJQR13.01-02,,,2019,THE GENUINE NEEDS OF CONFERENCE ATTENDEES: AN ANALYSIS BY THE MODERN QUALITY FUNCTION DEPLOYMENT,International Journal for Quality Research,,,Science
,,10.3998/mpub.11281794,,,2018,Charleston Voices: Perspectives from the 2017 Conference,,,,Science
,PwC EU Services,,,,2018,Cost of not having FAIR research data: Cost-Benefit analysis for FAIR research data,,,,Science
,,,,,2015,Proceedings of ISSI 2015,,,,Science
,,,,,,Open Access Tracking Project - Harvard Open Access Project,,,,Science
,,,,,2013,"Journal Publishing in Developing, Transition and Emerging Countries: Proceedings of the 5th Belgrade International Open Access Conference",,,,Science
,,10.1007/978-3-030-02511-3,,,2019,Springer Handbook of Science and Technology Indicators,,,,Science
,"['Sarah Schmid', 'Peer Pasternack', 'Justus Henke']",,,,2017,"Mission, die Dritte: Die Vielfalt jenseits hochschulischer Forschung und Lehre: Konzept und Kommunikation der Third Mission",,,,Science
,"['Andrew Monk', 'Jim Kitson', 'David Green', 'James Nicholson', 'Paul Dunphy', 'Stephen Lindsay', 'John Vines', 'Mark Blythe', 'Patrick Olivier', 'Pam Briggs']",10.1145/2317956.2318036,,,2012,Invisible design: exploring insights and ideas through ambiguous film scenarios,Proceedings of the Designing Interactive Systems Conference on - DIS '12,,,Science
,"['Patrick Olivier', 'Guy Schofield', 'Daniel Jackson', 'Stephen Lindsay']",10.1145/2207676.2208570,,5,2012,Engaging older people using participatory design,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,,,Science
,"['H.-T. Shu', 'H. Sandmeyer', 'H. Ohno', 'A.-L. Lorenz', 'O. Kaczmarek', 'H.-T. Ding']",10.1103/physrevd.104.114508,,12,2021,Charm and beauty in the deconfined plasma from quenched lattice QCD,Physical Review D,,,Science
,"['Hyunjung Shin', 'Nam-Gyu Park', 'Seonghwa Jeong', 'Eunsoo Kim', 'Sooeun Shin', 'Seongrok Seo']",10.1021/acsenergylett.1c01446,,8,2021,Amorphous TiO2 Coatings Stabilize Perovskite Solar Cells,ACS Energy Letters,,,Science
,"['Song Fang', 'Bangkai Gu', 'Hao Lu']",10.1039/d0se01558j,,,2021,In situ growth of an opal-like TiO2 electron transport layer by atomic layer deposition for perovskite solar cells,Sustainable Energy & Fuels,,,Science
,"['Wen-Zhang Zhu', 'Shui-Yang Lien', 'Pao-Hsun Huang', 'Xiao-Ying Zhang', 'Yu Qiu', 'Peng Gao', 'Lu-Sheng Liang', 'Wan-Yu Wu', 'Ling-Yan Lin', 'Ka-Te Chen', 'Chia-Hsun Hsu']",10.3390/nano11061504,,6,2021,Tantalum-Doped TiO2 Prepared by Atomic Layer Deposition and Its Application in Perovskite Solar Cells,Nanomaterials,,,Science
,"['Ewa Jonda', 'Magdalena Szindler', 'Marek Szindler', 'Aleksandra Drygała']",10.1108/mi-01-2020-0007,,5,2020,Atomic layer deposition of TiO2 blocking layers for dye-sensitized solar cells,Microelectronics International,,,Science
,"['Hiroshi Segawa', 'Takashi Kondo', 'Satoshi Uchida', 'Tae Woong Kim']",10.1063/1.5120307,,11,2019,Optimization of TiO2 compact layer formed by atomic layer deposition for efficient perovskite solar cells,Applied Physics Letters,,,Science
,"['Li Wan', 'Dominik Eder', 'Shimin Wang', 'Zuxun Xu', 'Jing Li', 'Zhiguang Guo', 'Li Zhao', 'Tianyue Luo', 'Qiuping Zhang', 'Mengqin Kong', 'Fengxiang Chen', 'Huating Hu', 'Binghai Dong', 'Hang Hu']",10.1021/acsami.6b02701,,7,2016,Atomic Layer Deposition of TiO2 for a High-Efficiency Hole-Blocking Layer in Hole-Conductor-Free Perovskite Solar Cells Processed in Ambient Air,ACS Applied Materials & Interfaces,,,Science
,"['Chang Kook Hong', 'Pramod S. Patil', 'Jaeyeong Heo', 'Hui Kyung Park', 'Chang Su Shim', 'Sawanta S. Mali']",10.1021/cm504558g,,2,2015,Ultrathin Atomic Layer Deposited TiO2 for Surface Passivation of Hydrothermally Grown 1D TiO2 Nanorod Arrays for Efficient Solid-State Perovskite Solar Cells,Chemistry of Materials,,,Science
,"['Daniel Bellet', 'Céline Ternon', 'Stéphane Daniele', 'Rached Salhi', 'Gaël Giusti', 'Laurent Cagnon', 'Virginie Brizé', 'Elisabeth Blanquet', 'Liang Tian', 'Audrey Soum-Glaude']",10.1557/opl.2012.913,,,2012,Atomic Layer Deposition of TiO2 ultrathin films on 3D substrates for energy applications,MRS Proceedings,,,Science
,"['Do-Heyoung Kim', 'BongSoo Kim', 'Kyungkon Kim', 'Nara Shin', 'Hyun-Soo Cho']",10.1016/j.synthmet.2015.06.001,,9,2015,High performance inverted polymer solar cells using ultrathin atomic layer deposited TiO2 films,Synthetic Metals,,,Science
,"['Judith L. MacManus-Driscoll', 'Lukas Schmidt-Mende', 'Haiyan Wang', 'Li Chen', 'Jonas Weickert', 'Diana C. Iza', 'Haiyan Sun', 'David Muñoz-Rojas']",10.1002/pip.2380,,4,2013,High-speed atmospheric atomic layer deposition of ultra thin amorphous TiO2 blocking layers at 100 °C for inverted bulk heterojunction solar cells: AALD for inverted bulk heterojunction solar cells,Progress in Photovoltaics: Research and Applications,,,Science
,"['Thomas J. Meyer', 'Gregory N. Parsons', 'Mark D. Losego', 'M. Kyle Brennaman', 'Berç Kalanyan', 'Byron H. Farnum', 'Leila Alibabaei']",10.1021/nl5006433,,5,2014,Atomic Layer Deposition of TiO2 on Mesoporous nanoITO: Conductive Core–Shell Photoanodes for Dye-Sensitized Solar Cells,Nano Letters,,,Science
,"['Michael Grätzel', 'Mohammad. K. Nazeeruddin', 'Pascal Comte', 'Leo-Philipp Heiniger', 'Morgan Stefik', 'Aswani Yella', 'Aravind Kumar Chandiran']",10.1021/am400866s,,4,2013,Low-Temperature Crystalline Titanium Dioxide by Atomic Layer Deposition for Dye-Sensitized Solar Cells,ACS Applied Materials & Interfaces,,,Science
,"['Alfred Iing Yoong Tok', 'Liap Tat Su', 'Siva Krishna Karuturi', 'Lijun Liu']",10.1039/c0ee00086h,,,2011,TiO2inverse-opal electrode fabricated by atomic layer deposition for dye-sensitized solar cell applications,Energy Environ. Sci.,,,Science
,"['Jie Zhang', 'Chunxiang Zhu', 'Changyun Jiang', 'Zhenhua Lin']",10.1021/am302252p,,2,2013,Development of Inverted Organic Solar Cells with TiO2 Interface Layer by Using Low-Temperature Atomic Layer Deposition,ACS Applied Materials & Interfaces,,,Science
,"['Kwang-Ho Kim', 'Il Kim', 'Young-Keun Jeong', 'Se-Hun Kwon', 'Ji-Hwan Choi']",10.1149/1.3582765,,,2011,Atomic Layer Deposition of Ta-doped TiO2 Electrodes for Dye-Sensitized Solar Cells,Journal of The Electrochemical Society,,,Science
,"['Xiaohong Liu', 'Yanhua Dong', 'Chao Li', 'Xiaolan Sun']",10.1049/cp.2010.1227,,,2010,Solar cells based on atomic layer deposition,9th International Conference on Optical Communications and Networks (ICOCN 2010),,,Science
,"['Joseph T. Hupp', 'George C. Schatz', 'Stacey D. Standridge']",10.1021/la900113e,,2,2009,Toward Plasmonic Solar Cells: Protection of Silver Nanoparticles via Atomic Layer Deposition of TiO2,Langmuir,,,Science
,"['Joseph T. Hupp', 'Michael J. Pellin', 'Jeffrey W. Elam', 'Alex B. F. Martinson', 'Thomas W. Hamann']",10.1021/jp802216p,,6,2008,Atomic Layer Deposition of TiO2 on Aerogel Templates: New Photoanodes for Dye-Sensitized Solar Cells,The Journal of Physical Chemistry C,,,Science
,"['Markku Leskelä', 'Mikko Ritala', 'Jere Tupala', 'Viljami Pore', 'Marianna Kemell']",10.1021/cm062576e,,2,2007,Atomic Layer Deposition of Nanostructured TiO2 Photocatalysts via Template Approach,Chemistry of Materials,,,Science
,"['Joop Schoonman', 'Albert Goossens', 'Ben Meester', 'Liesbeth Reijnen', 'Marian Nanu']",10.1016/s0040-6090(03)00230-x,,5,2003,CuInS2–TiO2 heterojunctions solar cells obtained by atomic layer deposition,Thin Solid Films,,,Science
,"['Ha-Duong Ngo', 'Martin Schneider-Ramelow', 'Klaus-Dieter Lang', 'Michael Schiffer', 'Manuel Baeuscher', 'Kolja Erbacher', 'Piotr Mackowiak']",10.1109/sensors47087.2021.9639506,,10,2021,Piezoresistive 4H-Silicon Carbide (SiC) pressure sensor,2021 IEEE Sensors,,,Science
,"['Ender Savrun', 'Vu Nguyen', 'Dorothy Lukco', 'Robert S. Okojie']",10.1117/12.2050812,,6,2014,High temperature SiC pressure sensors with low offset voltage shift,SPIE Proceedings,,,Science
,"['Ender Savrun', 'Vu Nguyen', 'Charles Blaha', 'Dorothy Lukco', 'Robert S Okojie']",10.1109/icsens.2010.5690714,,11,2010,Zero offset drift suppression in SiC pressure sensors at 600,2010 IEEE Sensors,,,Science
,"['W.N. Carr', 'A.D. Kurtz', 'A.A. Ned', 'R.S. Okojie']",10.1109/iedm.1996.554038,,,,α(6H)-SiC pressure sensors at 350°C,International Electron Devices Meeting. Technical Digest,,,Science
,"['Thomas E. Blue', 'Ekrem Almaz']",10.3938/jkps.61.1005,,10,2012,Effects of annealing on irradiated sic piezoresistive pressure sensor,Journal of the Korean Physical Society,,,Science
,"['J. Stoemenos', 'O. Lefort', 'C. Rougeot', 'G. Krötz', 'H. Möller', 'M. Eickhoff', 'E. Obermeier', 'J. Franklin', 'S. Zappe']",10.4028/www.scientific.net/msf.353-356.753,,1,2001,High Temperature 10 Bar Pressure Sensor Based on 3C-SiC/SOI for Turbine Control Applications,Materials Science Forum,,,Science
,"['Weibing Wang', 'Haiping Shang', 'Baohua Tian']",10.1007/s12633-021-01330-x,,8,2021,Research on Temperature Zero Drift of SiC Piezoresistive Pressure Sensor Based on Asymmetric Wheatstone Bridge,Silicon,,,Science
,"['W.N. Carr', 'A.D. Kurtz', 'A.A. Ned', 'R.S. Okojie']",10.1109/memsys.1996.493844,,,,α(6H)-SiC pressure sensors for high temperature applications,Proceedings of Ninth International Workshop on Micro Electromechanical Systems,,,Science
,"['A.D. Kurtz', 'R.S. Okojie', 'A.A. Ned']",10.1109/hitec.1998.676799,,,,6H-SiC pressure sensor operation at 600°C,1998 Fourth International High Temperature Electronics Conference. HITEC (Cat. No.98EX145),,,Science
,"['G Krötz', 'M Eickhoff', 'H Möller', 'E Niemann', 'F Wischmeyer', 'E Obermeier', 'J von Berg', 'R Ziermann']",10.1016/s0921-5107(98)00477-2,,7,1999,High temperature piezoresistive β-SiC-on-SOI pressure sensor with on chip SiC thermistor,Materials Science and Engineering: B,,,Science
